chromosome	name	start	stop	length	penalty
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276274	5276581	308	2.72
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068154	1068461	308	0.221
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357895	2358202	308	0.282
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492438	2492745	308	0.065
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608216	3608524	309	5.311
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608379	3608687	309	2.746
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705232	3705540	309	4.213
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714408	3714716	309	10.91
Spolyrhiza9509_20150416_chr09	Sp09G01080	567411	567719	309	0.075
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958742	5959050	309	0.137
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823407	2823715	309	0.435
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823448	2823756	309	3.889
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068402	1068710	309	0.713
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069331	1069639	309	0.214
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069774	1070082	309	0.139
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092514	1092822	309	13.5
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094666	1094974	309	1.57
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727809	1728117	309	3.154
Spolyrhiza9509_20150416_chr17	Sp17G03440	2338279	2338587	309	0.427
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489538	2489846	309	4.337
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567825	2568134	310	0.867
Spolyrhiza9509_20150416_chr02	Sp02G05090	3615002	3615311	310	4.563
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703270	3703579	310	1.953
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243479	5243788	310	1.506
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274863	5275172	310	8.12
Spolyrhiza9509_20150416_chr17	Sp17G01700	1066953	1067262	310	7.699
Spolyrhiza9509_20150416_chr17	Sp17G01730	1084986	1085295	310	1.388
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096785	1097094	310	6.259
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317029	2317338	310	2.147
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486841	310	1.012
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493318	2493627	310	2.02
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715046	3715356	311	8.369
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716377	3716687	311	14.46
Spolyrhiza9509_20150416_chr03	Sp03G02530	1673507	1673817	311	0.785
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242636	5242946	311	4.562
Spolyrhiza9509_20150416_chr09	Sp09G01080	563066	563376	311	14.38
Spolyrhiza9509_20150416_chr09	Sp09G02400	1363501	1363811	311	0.622
Spolyrhiza9509_20150416_chr12	Sp12G06010	5346223	5346533	311	5.341
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069462	1069772	311	1.83
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083721	1084031	311	5.217
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318236	2318546	311	1.947
Spolyrhiza9509_20150416_chr02	Sp02G05090	3614743	3615054	312	8.183
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703857	3704168	312	1.178
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714453	3714764	312	3.161
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716117	3716428	312	4.113
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958355	312	2.6
Spolyrhiza9509_20150416_chr17	Sp17G01730	1088709	1089020	312	1.886
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613610	1613921	312	3.545
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321352	2321663	312	0.866
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501700	2502011	312	0.358
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706948	3707260	313	3.173
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3712846	313	7.423
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097727	1098039	313	0.583
Spolyrhiza9509_20150416_chr17	Sp17G01730	1103256	1103568	313	0.142
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322875	2323187	313	1.667
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608639	3608952	314	0.722
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887760	5888073	314	8.53
Spolyrhiza9509_20150416_chr09	Sp09G01080	562389	562702	314	0.288
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958098	314	1.064
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067955	1068268	314	4.455
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614327	1614640	314	0.138
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357463	2357776	314	3.42
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501044	2501357	314	3.926
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567778	2568092	315	2.162
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702975	3703289	315	6.849
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706011	3706325	315	0.73
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711511	3711825	315	0.08
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713608	315	4.497
Spolyrhiza9509_20150416_chr09	Sp09G01080	562921	563235	315	13.42
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069905	1070219	315	0.358
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607331	1607645	315	3.516
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336605	2336919	315	1.246
Spolyrhiza9509_20150416_chr01	Sp01G05310	3303491	3303806	316	0.142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3717023	3717338	316	4.481
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221420	5221735	316	3.485
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221582	5221897	316	10.1
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222395	5222710	316	4.809
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5965683	316	1.1
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344272	5344587	316	10.24
Spolyrhiza9509_20150416_chr13	Sp13G01220	1107848	1108163	316	3.918
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092593	1092908	316	6.461
Spolyrhiza9509_20150416_chr17	Sp17G02680	1739181	1739496	316	0.34
Spolyrhiza9509_20150416_chr01	Sp01G05310	3299195	3299511	317	1.837
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702628	3702944	317	5.719
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886437	5886753	317	0.358
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222719	5223035	317	4.024
Spolyrhiza9509_20150416_chr13	Sp13G01220	1108045	1108361	317	3.987
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614165	1614481	317	2.07
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317340	2317656	317	1.779
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357839	2358155	317	0.847
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704463	3704780	318	5.269
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706536	3706853	318	2.702
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715652	3715969	318	0.941
Spolyrhiza9509_20150416_chr07	Sp07G05410	5060425	5060742	318	0.358
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275376	5275693	318	6.075
Spolyrhiza9509_20150416_chr09	Sp09G01080	565934	566251	318	9.476
Spolyrhiza9509_20150416_chr17	Sp17G01730	1084033	1084350	318	0.141
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105071	1105388	318	0.628
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318733	2319050	318	1.146
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491590	318	0.569
Spolyrhiza9509_20150416_chr03	Sp03G02530	1673606	1673924	319	1.048
Spolyrhiza9509_20150416_chr09	Sp09G01080	566299	566617	319	2.676
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104496	1104814	319	3.214
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081944	1082262	319	0.135
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089290	1089608	319	5.018
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319589	2319907	319	0.369
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337524	2337842	319	0.425
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358344	2358662	319	4.439
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500851	2501169	319	0.361
Spolyrhiza9509_20150416_chr05	Sp05G06860	5889826	5890145	320	0.065
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345288	5345607	320	0.924
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822153	2822472	320	3.57
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068305	1068624	320	0.361
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082728	1083047	320	0.214
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105390	1105709	320	0.798
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607436	1607755	320	2.259
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318664	2318983	320	0.573
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221085	5221405	321	1.953
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823071	2823391	321	0.592
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083454	1083774	321	5.211
Spolyrhiza9509_20150416_chr17	Sp17G02500	1638218	1638538	321	0.493
Spolyrhiza9509_20150416_chr17	Sp17G03670	2499162	2499482	321	0.209
Spolyrhiza9509_20150416_chr13	Sp13G03150	3078499	3078820	322	7.063
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095116	1095437	322	0.805
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613287	1613608	322	0.068
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336662	2336983	322	3.982
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492114	2492435	322	0.076
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708114	3708436	323	3.173
Spolyrhiza9509_20150416_chr07	Sp07G05540	5220847	5221169	323	1.159
Spolyrhiza9509_20150416_chr07	Sp07G05550	5240857	5241179	323	2.157
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957871	323	2.162
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318549	2318871	323	0.28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494926	2495248	323	0.357
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293422	3293745	324	4.726
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222552	5222875	324	1.721
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345985	5346308	324	4.863
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081771	1082094	324	2.767
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085330	1085653	324	1.283
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086307	1086630	324	0.14
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096437	1096760	324	5.506
Spolyrhiza9509_20150416_chr17	Sp17G03520	2355753	2356076	324	0.365
Spolyrhiza9509_20150416_chr02	Sp02G05200	3710836	3711160	325	8.16
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946180	5946504	325	0.28
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965447	5965771	325	4.335
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082347	1082671	325	0.144
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096651	1096975	325	5.497
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320481	2320805	325	5.514
Spolyrhiza9509_20150416_chr17	Sp17G03410	2327461	2327785	325	4.879
Spolyrhiza9509_20150416_chr17	Sp17G03420	2327461	2327785	325	4.879
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357555	2357879	325	1.274
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487454	325	0.153
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715848	3716173	326	2.175
Spolyrhiza9509_20150416_chr07	Sp07G05500	5127175	5127500	326	1.039
Spolyrhiza9509_20150416_chr09	Sp09G01080	565671	565996	326	10.89
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957821	326	1.335
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138052	1138377	326	3.402
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067429	1067754	326	0.362
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068837	1069162	326	1.223
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081699	1082024	326	0.355
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089024	1089349	326	0.302
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614245	1614570	326	2.214
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615810	1616135	326	2.408
Spolyrhiza9509_20150416_chr17	Sp17G02470	1616106	1616431	326	3.243
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322237	2322562	326	2.262
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486685	326	0.354
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714690	3715016	327	9.834
Spolyrhiza9509_20150416_chr07	Sp07G05410	5059673	5059999	327	0.568
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138207	1138533	327	1.653
Spolyrhiza9509_20150416_chr14	Sp14G06380	4807186	4807512	327	0.074
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085458	1085784	327	9.981
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085918	1086244	327	1.161
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614461	1614787	327	1.858
Spolyrhiza9509_20150416_chr17	Sp17G02500	1637212	1637538	327	11.52
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318635	2318961	327	3.928
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707817	3708144	328	1.743
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714869	3715196	328	1.259
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886492	5886819	328	0.069
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243290	5243617	328	0.43
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274156	5274483	328	1.635
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345656	5345983	328	8.837
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823280	2823607	328	1.77
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069164	1069491	328	0.427
Spolyrhiza9509_20150416_chr17	Sp17G01730	1087156	1087483	328	9.656
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615761	1616088	328	5.523
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356600	2356927	328	2.212
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492756	2493083	328	2.387
Spolyrhiza9509_20150416_chr17	Sp17G02500	1638346	1638674	329	0.347
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318083	2318411	329	3.554
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318873	2319201	329	0.22
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357271	2357599	329	0.775
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465496	2465824	329	13.35
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2491926	329	0.144
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718916	3719245	330	2.103
Spolyrhiza9509_20150416_chr05	Sp05G06860	5879678	5880007	330	5.082
Spolyrhiza9509_20150416_chr07	Sp07G05500	5127356	5127685	330	1.388
Spolyrhiza9509_20150416_chr09	Sp09G01080	566209	566538	330	8.502
Spolyrhiza9509_20150416_chr12	Sp12G06010	5346392	5346721	330	3.171
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823811	2824140	330	6.423
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094899	1095228	330	0.072
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3712707	331	0.71
Spolyrhiza9509_20150416_chr07	Sp07G05550	5240550	5240880	331	3.057
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242923	5243253	331	1.49
Spolyrhiza9509_20150416_chr13	Sp13G01220	1103945	1104275	331	7.954
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104684	1105014	331	0.655
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337978	2338308	331	0.713
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356743	2357073	331	0.358
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482519	331	0.07
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497460	2497790	331	10.01
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498478	2498808	331	3.54
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501185	2501515	331	2.609
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567825	2568156	332	2.128
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703368	3703699	332	1.037
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704657	3704988	332	2.103
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705736	3706067	332	2.732
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707272	3707603	332	0.069
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713491	3713822	332	0.222
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713576	3713907	332	8.34
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714120	3714451	332	8.066
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887148	5887479	332	5.022
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221932	5222263	332	4.293
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823503	2823834	332	4.505
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068130	1068461	332	0.864
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097234	1097565	332	0.067
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615993	1616324	332	1.429
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2482928	332	0.504
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713574	333	4.806
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275286	5275618	333	3.923
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965445	333	0.286
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068229	1068561	333	2.388
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069750	1070082	333	0.211
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089244	1089576	333	7.212
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096317	1096649	333	4.481
Spolyrhiza9509_20150416_chr17	Sp17G02670	1728119	1728451	333	0.142
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317780	2318112	333	3.556
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358444	2358776	333	3.11
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492866	2493198	333	1.83
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492931	2493263	333	5.037
Spolyrhiza9509_20150416_chr02	Sp02G05090	3614667	3615000	334	13.96
Spolyrhiza9509_20150416_chr09	Sp09G01080	565336	565669	334	9.959
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138640	1138973	334	0.625
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094981	1095314	334	0.76
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607358	1607691	334	0.478
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337680	2338013	334	6.245
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357689	2358022	334	1.325
Spolyrhiza9509_20150416_chr17	Sp17G03670	2479909	2480242	334	0.28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494196	2494529	334	10.95
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705180	3705514	335	5.935
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706178	3706512	335	3.573
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887417	5887751	335	7.967
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274635	5274969	335	1.591
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443930	4444264	335	0.136
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086446	1086780	335	0.208
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337263	2337597	335	1.51
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357102	2357436	335	1.635
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497402	2497736	335	9.561
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498022	2498356	335	0.284
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704317	3704652	336	2.024
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708564	3708899	336	0.141
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344173	5344508	336	2.668
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336955	2337290	336	3.358
Spolyrhiza9509_20150416_chr17	Sp17G03440	2338279	2338614	336	3.912
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357501	2357836	336	0.571
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501409	2501744	336	0.426
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703097	3703433	337	4.077
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886613	5886949	337	1.116
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823313	2823649	337	1.837
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067204	1067540	337	6.217
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067519	1067855	337	1.635
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069883	1070219	337	3.525
Spolyrhiza9509_20150416_chr17	Sp17G01730	1088684	1089020	337	1.563
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727845	1728181	337	1.49
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319241	2319577	337	5.902
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492347	2492683	337	0.216
Spolyrhiza9509_20150416_chr17	Sp17G03700	2506214	2506550	337	0.14
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702485	3702822	338	8.851
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704417	3704754	338	1.416
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716785	3717122	338	4.98
Spolyrhiza9509_20150416_chr03	Sp03G02530	1676963	1677300	338	2.014
Spolyrhiza9509_20150416_chr07	Sp07G05500	5127017	5127354	338	0.074
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221002	5221339	338	0.924
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222273	5222610	338	1.939
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243202	5243539	338	0.653
Spolyrhiza9509_20150416_chr09	Sp09G01080	562727	563064	338	11.28
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081873	1082210	338	0.787
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082861	1083198	338	2.961
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357621	2357958	338	5.823
Spolyrhiza9509_20150416_chr01	Sp01G05310	3291486	3291824	339	4.541
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704892	3705230	339	2.478
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714516	3714854	339	3.866
Spolyrhiza9509_20150416_chr02	Sp02G06970	5641820	5642158	339	0.209
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274706	5275044	339	3.456
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275980	5276318	339	5.668
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2486911	339	0.141
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706921	3707260	340	8.078
Spolyrhiza9509_20150416_chr02	Sp02G05200	3709667	3710006	340	11.97
Spolyrhiza9509_20150416_chr03	Sp03G02530	1677605	1677944	340	5.112
Spolyrhiza9509_20150416_chr05	Sp05G06860	5885463	5885802	340	4.163
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242126	5242465	340	0.574
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274522	5274861	340	4.297
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345371	5345710	340	14.31
Spolyrhiza9509_20150416_chr17	Sp17G01730	1084697	1085036	340	5.376
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092799	1093138	340	15.44
Spolyrhiza9509_20150416_chr17	Sp17G01730	1093802	1094141	340	7.357
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500449	2500788	340	0.274
Spolyrhiza9509_20150416_chr01	Sp01G05310	3301794	3302134	341	2.015
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713218	341	4.7
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082181	1082521	341	1.002
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083916	1084256	341	0.148
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089155	1089495	341	3.687
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096987	1097327	341	2.837
Spolyrhiza9509_20150416_chr17	Sp17G01730	1104929	1105269	341	3.396
Spolyrhiza9509_20150416_chr17	Sp17G02470	1616137	1616477	341	4.344
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318293	2318633	341	0.146
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356041	2356381	341	1.241
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608250	3608591	342	1.448
Spolyrhiza9509_20150416_chr02	Sp02G05090	3614127	3614468	342	7.23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715046	3715387	342	2.708
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274831	5275172	342	9.108
Spolyrhiza9509_20150416_chr13	Sp13G03150	3078341	3078682	342	6.804
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094740	1095081	342	1.14
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321428	2321769	342	0.637
Spolyrhiza9509_20150416_chr01	Sp01G04390	2562685	2563027	343	0.212
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293631	3293973	343	4.836
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222114	5222456	343	7.903
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241355	5241697	343	1.367
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083432	1083774	343	5.211
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613848	1614190	343	0.573
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727809	1728151	343	1.679
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317658	2318000	343	2.647
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320710	2321052	343	9.574
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493318	2493660	343	2.113
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567749	2568092	344	2.546
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707904	3708247	344	1.256
